0 ( 0.786821 , 0.25048 )
2125 ( 0.0989368 , 0.165289 )
2126 ( 0.583937 , 0.473452 )
2127 ( 0.649411 , 0.544445 )
2128 ( 0.31606 , 0.931878 )
2129 ( 0.989908 , 0.777137 )
2130 ( 0.225179 , 0.790953 )
2131 ( 0.0439639 , 0.384338 )
2132 ( 0.66992 , 0.30109 )
2133 ( 0.321522 , 0.113724 )
2134 ( 0.690941 , 0.33019 )
2135 ( 0.798766 , 0.782775 )
2136 ( 0.00717771 , 0.751891 )
2137 ( 0.399689 , 0.420477 )
2138 ( 0.205705 , 0.700266 )
2139 ( 0.776293 , 0.141306 )
2140 ( 0.170088 , 0.748577 )
2141 ( 0.771515 , 0.91358 )
2142 ( 0.559647 , 0.125406 )
2143 ( 0.756531 , 0.311554 )
2144 ( 0.725176 , 0.370268 )
2145 ( 0.00443744 , 0.0951238 )
2146 ( 0.745415 , 0.602823 )
2147 ( 0.815662 , 0.200414 )
2148 ( 0.832282 , 0.0555534 )
2149 ( 0.129493 , 0.372524 )
2150 ( 0.960691 , 0.573825 )
2151 ( 0.590795 , 0.523856 )
2152 ( 0.0941685 , 0.277405 )
2153 ( 0.915303 , 0.569106 )
2154 ( 0.104138 , 0.414354 )
2155 ( 0.613573 , 0.0742729 )
2156 ( 0.367357 , 0.187052 )
2157 ( 0.50963 , 0.428071 )
2158 ( 0.775391 , 0.0152459 )
2159 ( 0.521955 , 0.0561426 )
2160 ( 0.0509637 , 0.697087 )
2161 ( 0.114006 , 0.0634439 )
2162 ( 0.356116 , 0.531008 )
2163 ( 0.198587 , 0.636769 )
2164 ( 0.293188 , 0.527771 )
2165 ( 0.234415 , 0.489904 )
2166 ( 0.580879 , 0.188345 )
2167 ( 0.314094 , 0.720755 )
2168 ( 0.395352 , 0.590133 )
2169 ( 0.579444 , 0.937673 )
2170 ( 0.740409 , 0.242226 )
2171 ( 0.519523 , 0.113886 )
2172 ( 0.207918 , 0.633606 )
2173 ( 0.140093 , 0.118415 )
2174 ( 0.962899 , 0.590951 )
2175 ( 0.972132 , 0.802339 )
2176 ( 0.880038 , 0.0923789 )
2177 ( 0.156734 , 0.979988 )
2178 ( 0.128101 , 0.320076 )
2179 ( 0.908874 , 0.474761 )
2180 ( 0.200951 , 0.810924 )
2181 ( 0.521725 , 0.558256 )
2182 ( 0.307231 , 0.370185 )
2183 ( 0.568274 , 0.728632 )
2184 ( 0.654764 , 0.311207 )
2185 ( 0.7543 , 0.911216 )
2186 ( 0.998629 , 0.893327 )
2187 ( 0.779626 , 0.693481 )
2188 ( 0.358894 , 0.651893 )
2189 ( 0.000327772 , 0.909052 )
2190 ( 0.559026 , 0.0390328 )
2191 ( 0.349181 , 0.535271 )
2192 ( 0.862113 , 0.409707 )
2193 ( 0.95554 , 0.492911 )
2194 ( 0.841278 , 0.0163063 )
2195 ( 0.746042 , 0.168979 )
2196 ( 0.254931 , 0.781072 )
2197 ( 0.971619 , 0.404979 )
2198 ( 0.198655 , 0.955518 )
2199 ( 0.832431 , 0.257456 )
2200 ( 0.608284 , 0.256963 )
2201 ( 0.900794 , 0.532793 )
2202 ( 0.487119 , 0.790322 )
2203 ( 0.596801 , 0.878028 )
2204 ( 0.581417 , 0.249421 )
2205 ( 0.0781677 , 0.102809 )
2206 ( 0.359711 , 0.401213 )
2207 ( 0.871441 , 0.596828 )
2208 ( 0.740887 , 0.0504178 )
2209 ( 0.428222 , 0.424487 )
2210 ( 0.297382 , 0.924365 )
2211 ( 0.394662 , 0.57688 )
2212 ( 0.685165 , 0.66794 )
2213 ( 0.547968 , 0.880587 )
2214 ( 0.463175 , 0.611199 )
2215 ( 0.587855 , 0.800913 )
2216 ( 0.0303706 , 0.316831 )
2217 ( 0.66517 , 0.464039 )
2218 ( 0.661278 , 0.549357 )
2219 ( 0.503932 , 0.588149 )
2220 ( 0.976944 , 0.550525 )
2221 ( 0.570519 , 0.903292 )
2222 ( 0.052365 , 0.481792 )
2223 ( 0.851882 , 0.0909839 )
2224 ( 0.599137 , 0.788752 )
2225 ( 0.111787 , 0.496585 )
2226 ( 0.0221698 , 0.870505 )
2227 ( 0.193483 , 0.505807 )
2228 ( 0.0637689 , 0.608395 )
2229 ( 0.504267 , 0.578479 )
2230 ( 0.222165 , 0.466376 )
2231 ( 0.276202 , 0.974275 )
2232 ( 0.924414 , 0.0857647 )
2233 ( 0.651191 , 0.87611 )
2234 ( 0.13779 , 0.246939 )
2235 ( 0.457222 , 0.618934 )
2236 ( 0.263458 , 0.214676 )
2237 ( 0.0450919 , 0.831223 )
2238 ( 0.877945 , 0.628726 )
2239 ( 0.304855 , 0.624383 )
2240 ( 0.224083 , 0.318291 )
2241 ( 0.0915762 , 0.685024 )
2242 ( 0.804414 , 0.0282853 )
2243 ( 0.156149 , 0.4538 )
2244 ( 0.806745 , 0.0718277 )
2245 ( 0.818365 , 0.239676 )
2246 ( 0.780919 , 0.201672 )
2247 ( 0.0221841 , 0.520758 )
2248 ( 0.500025 , 0.0103248 )
2249 ( 0.662279 , 0.132566 )
2250 ( 0.251147 , 0.71475 )
2251 ( 0.313727 , 0.558087 )
2252 ( 0.227199 , 0.232667 )
2253 ( 0.887737 , 0.467508 )
2254 ( 0.829917 , 0.509431 )
2255 ( 0.365758 , 0.74988 )
2256 ( 0.380525 , 0.542421 )
2257 ( 0.224702 , 0.235979 )
2258 ( 0.486476 , 0.0237956 )
2259 ( 0.118464 , 0.458976 )
2260 ( 0.656539 , 0.64082 )
2261 ( 0.589712 , 0.637551 )
2262 ( 0.226868 , 0.993688 )
2263 ( 0.0600218 , 0.00430347 )
2264 ( 0.496747 , 0.180076 )
2265 ( 0.200237 , 0.329565 )
2266 ( 0.618056 , 0.198204 )
2267 ( 0.0940731 , 0.219158 )
2268 ( 0.689118 , 0.515012 )
2269 ( 0.829321 , 0.531601 )
2270 ( 0.576843 , 0.946657 )
2271 ( 0.239331 , 0.805169 )
2272 ( 0.82826 , 0.348768 )
2273 ( 0.180081 , 0.617491 )
2274 ( 0.625022 , 0.559929 )
2275 ( 0.890589 , 0.971805 )
2276 ( 0.0382358 , 0.439389 )
2277 ( 0.83667 , 0.201379 )
2278 ( 0.293695 , 0.425389 )
2279 ( 0.435041 , 0.121113 )
2280 ( 0.869584 , 0.544856 )
2281 ( 0.79858 , 0.505264 )
2282 ( 0.812773 , 0.226578 )
2283 ( 0.485052 , 0.797712 )
2284 ( 0.14189 , 0.26119 )
2285 ( 0.195309 , 0.79577 )
2286 ( 0.398691 , 0.0245672 )
2287 ( 0.85549 , 0.650536 )
2288 ( 0.812641 , 0.754257 )
2289 ( 0.772611 , 0.0830819 )
2290 ( 0.557455 , 0.939198 )
2291 ( 0.858129 , 0.413172 )
2292 ( 0.579084 , 0.100147 )
2293 ( 0.166222 , 0.793292 )
2294 ( 0.830731 , 0.792946 )
2295 ( 0.777096 , 0.668374 )
2296 ( 0.782017 , 0.269266 )
2297 ( 0.614568 , 0.503781 )
2298 ( 0.986548 , 0.175454 )
2299 ( 0.198392 , 0.281124 )
2300 ( 0.0987145 , 0.276656 )
2301 ( 0.876922 , 0.85107 )
2302 ( 0.375626 , 0.418755 )
2303 ( 0.82545 , 0.564425 )
2304 ( 0.148727 , 0.42923 )
2305 ( 0.498453 , 0.442933 )
2306 ( 0.153426 , 0.398656 )
2307 ( 0.955961 , 0.461605 )
2308 ( 0.315445 , 0.462783 )
2309 ( 0.158304 , 0.228017 )
2310 ( 0.83865 , 0.456873 )
2311 ( 0.313689 , 0.842813 )
2312 ( 0.668395 , 0.301274 )
2313 ( 0.963796 , 0.949445 )
2314 ( 0.964296 , 0.929713 )
2315 ( 0.00523035 , 0.292288 )
2316 ( 0.721641 , 0.0115287 )
2317 ( 0.922741 , 0.614552 )
2318 ( 0.49556 , 0.849068 )
2319 ( 0.426122 , 0.753475 )
2320 ( 0.725405 , 0.807112 )
2321 ( 0.482061 , 0.81877 )
2322 ( 0.296046 , 0.0998681 )
2323 ( 0.238789 , 0.757397 )
2324 ( 0.939234 , 0.818204 )
2325 ( 0.110429 , 0.881345 )
2326 ( 0.574123 , 0.515558 )
2327 ( 0.778193 , 0.96102 )
2328 ( 0.31726 , 0.829222 )
2329 ( 0.823076 , 0.903807 )
2330 ( 0.757264 , 0.503499 )
2331 ( 0.444595 , 0.373858 )
2332 ( 0.96694 , 0.987285 )
2333 ( 0.736685 , 0.59787 )
2334 ( 0.367233 , 0.659913 )
2335 ( 0.696496 , 0.462343 )
2336 ( 0.0769521 , 0.799977 )
2337 ( 0.31973 , 0.427997 )
2338 ( 0.676035 , 0.086843 )
2339 ( 0.818349 , 0.498686 )
2340 ( 0.16328 , 0.661052 )
2341 ( 0.19819 , 0.126635 )
2342 ( 0.805169 , 0.0531367 )
2343 ( 0.857263 , 0.0429127 )
2344 ( 0.398371 , 0.827364 )
2345 ( 0.829606 , 0.456753 )
2346 ( 0.856602 , 0.762972 )
2347 ( 0.610263 , 0.72657 )
2348 ( 0.359206 , 0.795906 )
2349 ( 0.241334 , 0.310326 )
2350 ( 0.811645 , 0.622407 )
2351 ( 0.935215 , 0.0996625 )
2352 ( 0.065452 , 0.491876 )
2353 ( 0.750185 , 0.272157 )
2354 ( 0.0699211 , 0.871387 )
2355 ( 0.154424 , 0.323832 )
2356 ( 0.166497 , 0.698676 )
2357 ( 0.278478 , 0.371656 )
2358 ( 0.732351 , 0.168493 )
2359 ( 0.626001 , 0.446057 )
2360 ( 0.0301436 , 0.0700159 )
2361 ( 0.663758 , 0.0151172 )
2362 ( 0.857562 , 0.925277 )
2363 ( 0.980462 , 0.017112 )
2364 ( 0.16023 , 0.747241 )
2365 ( 0.069936 , 0.899506 )
2366 ( 0.913913 , 0.0486698 )
2367 ( 0.734044 , 0.0587445 )
2368 ( 0.075168 , 0.830635 )
2369 ( 0.932468 , 0.0204567 )
2370 ( 0.0489925 , 0.320763 )
2371 ( 0.782106 , 0.396422 )
2372 ( 0.878506 , 0.129988 )
2373 ( 0.4213 , 0.250935 )
2374 ( 0.586234 , 0.096566 )
2375 ( 0.436277 , 0.776577 )
2376 ( 0.0166563 , 0.980579 )
2377 ( 0.338049 , 0.248066 )
2378 ( 0.645227 , 0.621577 )
2379 ( 0.0715725 , 0.387573 )
2380 ( 0.931525 , 0.568896 )
2381 ( 0.832211 , 0.367929 )
2382 ( 0.252768 , 0.496346 )
2383 ( 0.874716 , 0.992265 )
2384 ( 0.510477 , 0.789609 )
2385 ( 0.0849481 , 0.344483 )
2386 ( 0.967671 , 0.577878 )
2387 ( 0.949746 , 0.633073 )
2388 ( 0.0953233 , 0.866855 )
2389 ( 0.607965 , 0.651146 )
2390 ( 0.56634 , 0.124984 )
2391 ( 0.869768 , 0.662669 )
2392 ( 0.893492 , 0.59432 )
2393 ( 0.940496 , 0.689586 )
2394 ( 0.882346 , 0.528521 )
2395 ( 0.264466 , 0.194975 )
2396 ( 0.0677825 , 0.369203 )
2397 ( 0.195069 , 0.664288 )
2398 ( 0.677981 , 0.30248 )
2399 ( 0.52997 , 0.13327 )
2400 ( 0.452568 , 0.386046 )
2401 ( 0.66295 , 0.923583 )
2402 ( 0.242903 , 0.11142 )
2403 ( 0.108224 , 0.881989 )
2404 ( 0.113165 , 0.857862 )
2405 ( 0.139198 , 0.0386098 )
2406 ( 0.4843 , 0.736449 )
2407 ( 0.0470179 , 0.411109 )
2408 ( 0.183098 , 0.917315 )
2409 ( 0.875 , 0.661774 )
2410 ( 0.0892393 , 0.0871171 )
2411 ( 0.721181 , 0.682393 )
2412 ( 0.758243 , 0.270645 )
2413 ( 0.393752 , 0.281885 )
2414 ( 0.491221 , 0.780639 )
2415 ( 0.311426 , 0.557962 )
2416 ( 0.0933125 , 0.901797 )
2417 ( 0.631902 , 0.200916 )
2418 ( 0.710648 , 0.855578 )
2419 ( 0.897181 , 0.463618 )
2420 ( 0.514068 , 0.524292 )
2421 ( 0.590519 , 0.868409 )
2422 ( 0.449748 , 0.972465 )
2423 ( 0.339617 , 0.100356 )
2424 ( 0.447349 , 0.0151045 )
2425 ( 0.936987 , 0.103953 )
2426 ( 0.227367 , 0.328141 )
2427 ( 0.966538 , 0.92906 )
2428 ( 0.688564 , 0.859319 )
2429 ( 0.836418 , 0.0592269 )
2430 ( 0.614714 , 0.321358 )
2431 ( 0.856489 , 0.420638 )
2432 ( 0.359514 , 0.0795336 )
2433 ( 0.468066 , 0.0881119 )
2434 ( 0.608119 , 0.467594 )
2435 ( 0.93764 , 0.845989 )
2436 ( 0.0900997 , 0.928457 )
2437 ( 0.453015 , 0.104001 )
2438 ( 0.128509 , 0.855836 )
2439 ( 0.29623 , 0.619364 )
2440 ( 0.3573 , 0.513898 )
2441 ( 0.822518 , 0.420276 )
2442 ( 0.998312 , 0.936939 )
2443 ( 0.66978 , 0.0344313 )
2444 ( 0.292531 , 0.192599 )
2445 ( 0.768058 , 0.684523 )
2446 ( 0.854314 , 0.0881964 )
2447 ( 0.504723 , 0.33857 )
2448 ( 0.380808 , 0.185804 )
2449 ( 0.159051 , 0.116618 )
2450 ( 0.62557 , 0.744052 )
2451 ( 0.40652 , 0.557868 )
2452 ( 0.35805 , 0.857129 )
2453 ( 0.123159 , 0.194848 )
2454 ( 0.929677 , 0.470506 )
2455 ( 0.736109 , 0.384446 )
2456 ( 0.205188 , 0.229644 )
2457 ( 0.461236 , 0.395753 )
2458 ( 0.671387 , 0.677233 )
2459 ( 0.396541 , 0.451296 )
2460 ( 0.282391 , 0.144114 )
2461 ( 0.288337 , 0.898571 )
2462 ( 0.545617 , 0.228349 )
2463 ( 0.81209 , 0.908432 )
2464 ( 0.125668 , 0.601216 )
2465 ( 0.241475 , 0.873487 )
2466 ( 0.340464 , 0.522225 )
2467 ( 0.219186 , 0.304525 )
2468 ( 0.318581 , 0.66582 )
2469 ( 0.62556 , 0.380891 )
2470 ( 0.178851 , 0.670812 )
2471 ( 0.366398 , 0.856115 )
2472 ( 0.949059 , 0.660923 )
2473 ( 0.746307 , 0.335429 )
2474 ( 0.0311836 , 0.213662 )
2475 ( 0.678637 , 0.261225 )
2476 ( 0.160372 , 0.20306 )
2477 ( 0.531147 , 0.842607 )
2478 ( 0.026376 , 0.574249 )
2479 ( 0.345297 , 0.488311 )
2480 ( 0.964161 , 0.80036 )
2481 ( 0.977625 , 0.897562 )
2482 ( 0.132121 , 0.55199 )
2483 ( 0.00409965 , 0.33216 )
2484 ( 0.607957 , 0.673116 )
2485 ( 0.0839241 , 0.579516 )
2486 ( 0.591511 , 0.926536 )
2487 ( 0.712971 , 0.648809 )
2488 ( 0.394729 , 0.915221 )
2489 ( 0.894589 , 0.187267 )
2490 ( 0.320536 , 0.288948 )
2491 ( 0.458179 , 0.33693 )
2492 ( 0.541202 , 0.0831488 )
2493 ( 0.611127 , 0.0481479 )
2494 ( 0.683051 , 0.565713 )
2495 ( 0.267408 , 0.822183 )
2496 ( 0.346773 , 0.770275 )
2497 ( 0.356546 , 0.0649215 )
2498 ( 0.95343 , 0.819984 )
2499 ( 0.00312662 , 0.552573 )
2500 ( 0.160807 , 0.668796 )
2501 ( 0.116363 , 0.965521 )
2502 ( 0.986854 , 0.921771 )
2503 ( 0.715216 , 0.535523 )
2504 ( 0.88656 , 0.656295 )
2505 ( 0.802863 , 0.727943 )
2506 ( 0.66369 , 0.773608 )
2507 ( 0.48508 , 0.260232 )
2508 ( 0.802097 , 0.118491 )
2509 ( 0.744852 , 0.507013 )
2510 ( 0.443691 , 0.433335 )
2511 ( 0.679557 , 0.0578862 )
2512 ( 0.580723 , 0.77784 )
2513 ( 0.131596 , 0.153625 )
2514 ( 0.615649 , 0.825892 )
2515 ( 0.628842 , 0.702203 )
2516 ( 0.870303 , 0.195144 )
2517 ( 0.0832519 , 0.587193 )
2518 ( 0.833205 , 0.279321 )
2519 ( 0.163534 , 0.156848 )
2520 ( 0.471721 , 0.268075 )
2521 ( 0.609757 , 0.797521 )
2522 ( 0.897723 , 0.0693669 )
2523 ( 0.901199 , 0.598775 )
2524 ( 0.105748 , 0.239892 )
2525 ( 0.774306 , 0.211454 )
2526 ( 0.631795 , 0.470142 )
2527 ( 0.0833143 , 0.601839 )
2528 ( 0.240511 , 0.60524 )
2529 ( 0.0264872 , 0.136524 )
2530 ( 0.453299 , 0.803959 )
2531 ( 0.605313 , 0.405764 )
2532 ( 0.79847 , 0.727337 )
2533 ( 0.0927406 , 0.761318 )
2534 ( 0.795504 , 0.0244311 )
2535 ( 0.869953 , 0.276486 )
2536 ( 0.555558 , 0.0456212 )
2537 ( 0.968235 , 0.557241 )
2538 ( 0.334979 , 0.686435 )
2539 ( 0.0901753 , 0.879028 )
2540 ( 0.601232 , 0.452498 )
2541 ( 0.945711 , 0.76357 )
2542 ( 0.957685 , 0.829338 )
2543 ( 0.76066 , 0.113064 )
2544 ( 0.0869628 , 0.594445 )
2545 ( 0.563467 , 0.724373 )
2546 ( 0.660954 , 0.143579 )
2547 ( 0.568938 , 0.973871 )
2548 ( 0.103339 , 0.631868 )
2549 ( 0.906159 , 0.0819063 )
2550 ( 0.150761 , 0.0240678 )
2551 ( 0.0513714 , 0.220619 )
2552 ( 0.370881 , 0.833263 )
2553 ( 0.57847 , 0.88372 )
2554 ( 0.108452 , 0.0110727 )
2555 ( 0.698799 , 0.227251 )
2556 ( 0.42404 , 0.2992 )
2557 ( 0.314155 , 0.904074 )
2558 ( 0.669897 , 0.415611 )
2559 ( 0.242501 , 0.962053 )
2560 ( 0.433595 , 0.514892 )
2561 ( 0.633679 , 0.594329 )
2562 ( 0.269989 , 0.704474 )
2563 ( 0.729258 , 0.520957 )
2564 ( 0.76735 , 0.991424 )
2565 ( 0.983415 , 0.813813 )
2566 ( 0.0231744 , 0.2924 )
2567 ( 0.00518605 , 0.140521 )
2568 ( 0.678498 , 0.574749 )
2569 ( 0.937282 , 0.956411 )
2570 ( 0.709729 , 0.146821 )
2571 ( 0.691326 , 0.954482 )
2572 ( 0.689156 , 0.554301 )
2573 ( 0.157979 , 0.3724 )
2574 ( 0.212703 , 0.950129 )
2575 ( 0.73824 , 0.672695 )
2576 ( 0.414136 , 0.59468 )
2577 ( 0.356935 , 0.566097 )
2578 ( 0.424727 , 0.206936 )
2579 ( 0.51835 , 0.448423 )
2580 ( 0.717038 , 0.793313 )
2581 ( 0.773315 , 0.627759 )
2582 ( 0.182172 , 0.379419 )
2583 ( 0.525957 , 0.399154 )
2584 ( 0.94016 , 0.769543 )
2585 ( 0.0569788 , 0.922901 )
2586 ( 0.861569 , 0.0676436 )
2587 ( 0.946546 , 0.0623779 )
2588 ( 0.757184 , 0.860799 )
2589 ( 0.257504 , 0.758819 )
2590 ( 0.989115 , 0.584929 )
2591 ( 0.468399 , 0.322288 )
2592 ( 0.89754 , 0.367767 )
2593 ( 0.8702 , 0.305126 )
2594 ( 0.338338 , 0.956 )
2595 ( 0.96011 , 0.21236 )
2596 ( 0.628899 , 0.304044 )
2597 ( 0.262908 , 0.41435 )
2598 ( 0.828771 , 0.0949637 )
2599 ( 0.631289 , 0.791318 )
2600 ( 0.265705 , 0.753624 )
2601 ( 0.0923834 , 0.237141 )
2602 ( 0.0638679 , 0.942508 )
2603 ( 0.503178 , 0.418232 )
2604 ( 0.63453 , 0.517401 )
2605 ( 0.975721 , 0.788423 )
2606 ( 0.777575 , 0.754088 )
2607 ( 0.213779 , 0.439631 )
2608 ( 0.000205405 , 0.364003 )
2609 ( 0.895844 , 0.581706 )
2610 ( 0.870792 , 0.770868 )
2611 ( 0.220172 , 0.804474 )
2612 ( 0.337141 , 0.75928 )
2613 ( 0.455272 , 0.230508 )
2614 ( 0.989019 , 0.978166 )
2615 ( 0.461295 , 0.514321 )
2616 ( 0.68293 , 0.0522041 )
2617 ( 0.961454 , 0.54434 )
2618 ( 0.737612 , 0.710232 )
2619 ( 0.204782 , 0.382386 )
2620 ( 0.744355 , 0.376194 )
2621 ( 0.430579 , 0.963351 )
2622 ( 0.091283 , 0.195618 )
2623 ( 0.180865 , 0.393867 )
2624 ( 0.284107 , 0.88855 )
2625 ( 0.891537 , 0.072642 )
2626 ( 0.300817 , 0.74552 )
2627 ( 0.0251065 , 0.0721688 )
2628 ( 0.342966 , 0.657109 )
2629 ( 0.953888 , 0.526425 )
2630 ( 0.322342 , 0.615012 )
2631 ( 0.886727 , 0.592756 )
2632 ( 0.938247 , 0.547454 )
2633 ( 0.91043 , 0.144692 )
2634 ( 0.0113078 , 0.582161 )
2635 ( 0.499337 , 0.522687 )
2636 ( 0.346238 , 0.096456 )
2637 ( 0.0322677 , 0.171674 )
2638 ( 0.357442 , 0.357157 )
2639 ( 0.287429 , 0.888881 )
2640 ( 0.429319 , 0.897848 )
2641 ( 0.656562 , 0.243864 )
2642 ( 0.541008 , 0.155444 )
2643 ( 0.0260738 , 0.390225 )
2644 ( 0.0338336 , 0.521671 )
2645 ( 0.444131 , 0.74678 )
2646 ( 0.18423 , 0.872058 )
2647 ( 0.560275 , 0.371528 )
2648 ( 0.162756 , 0.724935 )
2649 ( 0.287536 , 0.590374 )
2650 ( 0.257569 , 0.887679 )
2651 ( 0.519911 , 0.598817 )
2652 ( 0.160062 , 0.635866 )
2653 ( 0.217218 , 0.959445 )
2654 ( 0.895106 , 0.873434 )
2655 ( 0.517925 , 0.756717 )
2656 ( 0.235973 , 0.264675 )
2657 ( 0.121033 , 0.510526 )
2658 ( 0.198245 , 0.558615 )
2659 ( 0.562804 , 0.575139 )
2660 ( 0.899688 , 0.303545 )
2661 ( 0.935628 , 0.7404 )
2662 ( 0.8164 , 0.488857 )
2663 ( 0.455119 , 0.847307 )
2664 ( 0.282973 , 0.207212 )
2665 ( 0.502972 , 0.0388466 )
2666 ( 0.601007 , 0.475661 )
2667 ( 0.102518 , 0.736809 )
2668 ( 0.255997 , 0.151125 )
2669 ( 0.0183677 , 0.446369 )
2670 ( 0.848436 , 0.436939 )
2671 ( 0.377934 , 0.301256 )
2672 ( 0.0276068 , 0.0998687 )
2673 ( 0.55544 , 0.520145 )
2674 ( 0.602067 , 0.862851 )
2675 ( 0.500876 , 0.421505 )
2676 ( 0.914861 , 0.903734 )
2677 ( 0.126801 , 0.0500551 )
2678 ( 0.942437 , 0.0879791 )
2679 ( 0.823463 , 0.709728 )
2680 ( 0.367448 , 0.537818 )
2681 ( 0.864425 , 0.833027 )
2682 ( 0.392604 , 0.668453 )
2683 ( 0.763088 , 0.56517 )
2684 ( 0.0577734 , 0.410551 )
2685 ( 0.650856 , 0.546113 )
2686 ( 0.0609323 , 0.0550264 )
2687 ( 0.620371 , 0.311352 )
2688 ( 0.0728637 , 0.598692 )
2689 ( 0.530076 , 0.159817 )
2690 ( 0.506969 , 0.364872 )
2691 ( 0.0071519 , 0.767779 )
2692 ( 0.184041 , 0.23125 )
2693 ( 0.0638878 , 0.618786 )
2694 ( 0.82042 , 0.741674 )
2695 ( 0.446631 , 0.648623 )
2696 ( 0.8102 , 0.074706 )
2697 ( 0.313341 , 0.0115751 )
2698 ( 0.254923 , 0.758717 )
2699 ( 0.645486 , 0.896411 )
2700 ( 0.766942 , 0.880976 )
2701 ( 0.495548 , 0.662761 )
2702 ( 0.92617 , 0.606537 )
2703 ( 0.0216615 , 0.728519 )
2704 ( 0.60859 , 0.340148 )
2705 ( 0.843337 , 0.0509942 )
2706 ( 0.822523 , 0.439359 )
2707 ( 0.925264 , 0.902707 )
2708 ( 0.430893 , 0.809759 )
2709 ( 0.131405 , 0.825549 )
2710 ( 0.641367 , 0.101594 )
2711 ( 0.834118 , 0.331502 )
2712 ( 0.965634 , 0.584876 )
2713 ( 0.516854 , 0.862704 )
2714 ( 0.670411 , 0.461029 )
2715 ( 0.11632 , 0.297457 )
2716 ( 0.517041 , 0.215279 )
2717 ( 0.466046 , 0.297005 )
2718 ( 0.676342 , 0.293818 )
2719 ( 0.693892 , 0.232465 )
2720 ( 0.168046 , 0.923473 )
2721 ( 0.882661 , 0.251499 )
2722 ( 0.208899 , 0.551853 )
2723 ( 0.975404 , 0.243837 )
2724 ( 0.751026 , 0.954021 )
2725 ( 0.60243 , 0.742873 )
2726 ( 0.0647835 , 0.172211 )
2727 ( 0.830015 , 0.3057 )
2728 ( 0.278645 , 0.292848 )
2729 ( 0.717962 , 0.112569 )
2730 ( 0.0104646 , 0.217494 )
2731 ( 0.144518 , 0.470164 )
2732 ( 0.395132 , 0.977041 )
2733 ( 0.166028 , 0.866522 )
2734 ( 0.455076 , 0.783322 )
2735 ( 0.697909 , 0.43811 )
2736 ( 0.255203 , 0.770007 )
2737 ( 0.442738 , 0.541942 )
2738 ( 0.145881 , 0.329357 )
2739 ( 0.654476 , 0.149755 )
2740 ( 0.386323 , 0.44786 )
2741 ( 0.010241 , 0.588899 )
2742 ( 0.874089 , 0.959454 )
2743 ( 0.701704 , 0.70807 )
2744 ( 0.347939 , 0.8718 )
2745 ( 0.272486 , 0.345812 )
2746 ( 0.719163 , 0.648023 )
2747 ( 0.699095 , 0.787303 )
2748 ( 0.903098 , 0.819389 )
2749 ( 0.369725 , 0.700419 )
2750 ( 0.580074 , 0.480213 )
2751 ( 0.439543 , 0.0247363 )
2752 ( 0.312459 , 0.576727 )
2753 ( 0.359582 , 0.56213 )
2754 ( 0.873817 , 0.0404787 )
2755 ( 0.305375 , 0.436506 )
2756 ( 0.393126 , 0.289592 )
2757 ( 0.638262 , 0.108237 )
2758 ( 0.261488 , 0.754766 )
2759 ( 0.0112226 , 0.503583 )
2760 ( 0.895796 , 0.0557847 )
2761 ( 0.662753 , 0.166302 )
2762 ( 0.213756 , 0.425196 )
2763 ( 0.238282 , 0.0261654 )
2764 ( 0.0476506 , 0.071889 )
2765 ( 0.773658 , 0.630584 )
2766 ( 0.415548 , 0.457104 )
2767 ( 0.324202 , 0.186213 )
2768 ( 0.745911 , 0.699575 )
2769 ( 0.843219 , 0.798649 )
2770 ( 0.653715 , 0.00831437 )
2771 ( 0.50319 , 0.49831 )
2772 ( 0.321615 , 0.0925487 )
2773 ( 0.507636 , 0.668456 )
2774 ( 0.612983 , 0.806586 )
2775 ( 0.723682 , 0.884703 )
2776 ( 0.216633 , 0.93154 )
2777 ( 0.561939 , 0.867387 )
2778 ( 0.308203 , 0.825947 )
2779 ( 0.635688 , 0.238762 )
2780 ( 0.242857 , 0.784611 )
2781 ( 0.858872 , 0.20172 )
2782 ( 0.292762 , 0.757023 )
2783 ( 0.792476 , 0.654751 )
2784 ( 0.877159 , 0.396739 )
2785 ( 0.139656 , 0.689769 )
2786 ( 0.0742632 , 0.178224 )
2787 ( 0.838769 , 0.0840191 )
2788 ( 0.812085 , 0.246282 )
2789 ( 0.755147 , 0.382036 )
2790 ( 0.252738 , 0.827502 )
2791 ( 0.299242 , 0.100554 )
2792 ( 0.0888427 , 0.0933549 )
2793 ( 0.510032 , 0.238162 )
2794 ( 0.226865 , 0.9563 )
2795 ( 0.485006 , 0.260894 )
2796 ( 0.73659 , 0.211781 )
2797 ( 0.714184 , 0.610996 )
2798 ( 0.70329 , 0.219666 )
2799 ( 0.329549 , 0.387649 )
2800 ( 0.349784 , 0.360149 )
2801 ( 0.499767 , 0.433622 )
2802 ( 0.61757 , 0.64082 )
2803 ( 0.318433 , 0.875603 )
2804 ( 0.326255 , 0.011932 )
2805 ( 0.377335 , 0.243269 )
2806 ( 0.0498275 , 0.830244 )
2807 ( 0.00566343 , 0.882027 )
2808 ( 0.241415 , 0.96793 )
2809 ( 0.266378 , 0.885153 )
2810 ( 0.652 , 0.451825 )
2811 ( 0.509796 , 0.301797 )
2812 ( 0.578138 , 0.224437 )
2813 ( 0.255216 , 0.33476 )
2814 ( 0.0913687 , 0.0156569 )
2815 ( 0.999788 , 0.0787694 )
2816 ( 0.874064 , 0.656273 )
